,title,price,link,image_url,Kilométrage,Couleur du véhicule,Etat du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Livraison,Cylindrée moto
557,AMAROK HIGHLINE,115000,https://www.tayara.tn/fr/item/679a3944a487ea2259c0b16a/Voitures/Tunis/Lac_1/AMAROK_HIGHLINE/,https://www.tayara.tn/mediaGateway/resize-image?img=d7/d730325f-4748-4806-a13c-59150dd07d99&w=300,95000,Gris,,Automatique,2018,2.0L,Volkswagen,Amarok,7,Pick up,Diesel,,
558,golf6 1.4,45500,https://www.tayara.tn/fr/item/679958a56286c2414578b6db/Voitures/Sfax/Route_MANZEL_CHAKER/golf6_14/,https://www.tayara.tn/mediaGateway/resize-image?img=30/30dec54d-e357-401c-b22a-cd4a9e58a7b5&w=300,196000,Noir,Avec kilométrage,Manuelle,2011,1.4L,Volkswagen,Golf 6,5,Berline,Essence,,
559,Nissan Juke à vendre,58000,https://www.tayara.tn/fr/item/6798e0f2a487ea2259bfcc84/Voitures/Ben_Arous/Mornag/Nissan_Juke_vendre_/,https://www.tayara.tn/mediaGateway/resize-image?img=28/28a0506f-78ae-49da-b58f-ec8a97115ad2&w=300,95000,Gris,Avec kilométrage,Manuelle,2019,1.4L,Nissan,Juke,6,Compacte,Essence,,
560,Peugeot partnet a vendre,11111,https://www.tayara.tn/fr/item/6798dfe36286c24145784952/Voitures/Sousse/Sousse_Mdina/Peugeot_partnet_a_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a28b1d1-dbbd-4985-928c-b815da6e7ca4&w=300,255000,Gris,Avec kilométrage,Manuelle,2016,3.0L,Peugeot,Partner,6,Autres,Essence,,
561,PASSAT  B8 TDI 1.6 - Embassy Blue Tech – Importée de France,46000,https://www.tayara.tn/fr/item/6798df356286c24145784895/Voitures/Tunis/Tunis/PASSAT_B8_TDI_16_Embassy_Blue_Tech_Importe_de_France/,https://www.tayara.tn/mediaGateway/resize-image?img=a9/a9dca94c-6ba1-4e7e-b2a2-ec22783379c8&w=300,230000,Gris,Avec kilométrage,Manuelle,2012,1.6L,Volkswagen,Passat CC,5,Berline,Diesel,,
562,chevrolet cruze,38998,https://www.tayara.tn/fr/item/6798de8b6286c241457847e1/Voitures/Sfax/Sakiet_Eddaer/chevrolet_cruze_/,https://www.tayara.tn/mediaGateway/resize-image?img=97/97daba9b-ddaf-41ee-a6b2-85dce3f4ebcc&w=300,104500,Blanc,Nouveau,Manuelle,2018,1.6L,Chevrolet,Cruze,7,Berline,Essence,,
563,Av Peugeot 208 diesel ehdi 110cv modèle 05.2020 ttoption importée dernière série tél 23964164,42500,https://www.tayara.tn/fr/item/6798dd49a487ea2259bfc840/Voitures/Nabeul/Nabeul/Av_Peugeot_208_diesel_ehdi_110cv_modle_052020_ttoption_importe_dernire_srie_tl_23964164/,https://www.tayara.tn/mediaGateway/resize-image?img=17/1777be4b-b1ca-4fac-b789-06cbb45288eb&w=300,140000,Blanc,Nouveau,Manuelle,2020,1.5L,Peugeot,208,6,Berline,Diesel,,
564,Ford Focus 2002,15000,https://www.tayara.tn/fr/item/679877726286c2414577ef4f/Voitures/Ben_Arous/Ben_Arous/Ford_Focus_2002/,https://www.tayara.tn/mediaGateway/resize-image?img=27/2767f890-4958-4474-ba9e-7d78d05d0bf8&w=300,190000,Gris,Avec kilométrage,Manuelle,2002,1.4L,Ford,Focus C-MAX,6,Compacte,Essence,,
565,chariot élévateur (fenwik) a vendre,28000,https://www.tayara.tn/fr/item/67983b60a487ea2259bf6894/Engins%20BTP/Sousse/Sahloul/chariot_lvateur_fenwik_a_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=8a/8a7bfbdb-9df2-479a-b5a2-e50c7ceedbc9&w=300,,,,,,,,,,,,,
566,BMW e87 118i n46,37000,https://www.tayara.tn/fr/item/67982369a487ea2259bf6426/Voitures/Ariana/Ennasr/BMW_e87_118i_n46/,https://www.tayara.tn/mediaGateway/resize-image?img=65/651ee380-494e-4ca6-bdaf-b1f8a3964b70&w=300,190,Noir,Avec kilométrage,Manuelle,2008,2.0L,BMW,Serie 1,8,Compacte,Essence,,
567,Golf 6,50000,https://www.tayara.tn/fr/item/679817c9a487ea2259bf603f/Voitures/Mdenine/Mdenine/Golf_6/,https://www.tayara.tn/mediaGateway/resize-image?img=47/47031085-b78a-4ba1-8b94-74c0d27f11de&w=300,257340,Noir,,Manuelle,2011,1.6L,,,105,Berline,Diesel,,
568,Peugeot partner diesel,24500,https://www.tayara.tn/fr/item/679782e7a487ea2259bedd9f/Voitures/Nabeul/Nabeul/Peugeot_partner_diesel_/,https://www.tayara.tn/mediaGateway/resize-image?img=5e/5efee9e4-d564-40f9-b2f4-e85481f2c149&w=300,200000,Blanc,Nouveau,Manuelle,2010,1.9L,Peugeot,Partner,7,Compacte,Diesel,,
569,polo 3,13000,https://www.tayara.tn/fr/item/679782156286c24145775a5d/Voitures/Siliana/Bou_Arada/polo_3/,https://www.tayara.tn/mediaGateway/resize-image?img=d7/d79e4c96-e4af-4232-b4d6-3b00b0b19574&w=300,2222,Bleu,Avec kilométrage,Manuelle,1997,<1.0L,Volkswagen,Polo,4,Berline,Essence,,
570,Citroën berlingo,20500,https://www.tayara.tn/fr/item/679782106286c24145775a56/Voitures/Gabs/El_Hamma/Citron_berlingo_/,https://www.tayara.tn/mediaGateway/resize-image?img=28/2834fcc0-9b08-4826-b2d8-49b56091e6d6&w=300,371898,Gris,Avec kilométrage,Manuelle,2011,,Citroen,Berlingo,7,,Diesel,,
571,"Polo 6 à vendre Mornag, Ben Arous",21500,https://www.tayara.tn/fr/item/679781b2a487ea2259bedc3a/Voitures/Ben_Arous/Mornag/Polo_6_vendre_Mornag_Ben_Arous/,https://www.tayara.tn/mediaGateway/resize-image?img=7f/7f903686-dfe2-4492-9f51-e95366b7bf28&w=300,200000,Noir,Avec kilométrage,Manuelle,2008,1.2L,Volkswagen,Polo,4,Compacte,Essence,,
572,PASSAT CC,36500,https://www.tayara.tn/fr/item/67969df36286c2414576e200/Voitures/Ariana/Ghazela/PASSAT_CC/,https://www.tayara.tn/mediaGateway/resize-image?img=18/185d231f-c5df-4403-8596-c3d12608e46d&w=300,302000,Noir,Avec kilométrage,Automatique,2009,1.8L,Volkswagen,Passat,9,Berline,Essence,,
573,Peugeot 208 Active 1.2 Essence,34000000,https://www.tayara.tn/fr/item/67969a916286c2414576dea3/Voitures/Monastir/Monastir/Peugeot_208_Active_12_Essence_/,https://www.tayara.tn/mediaGateway/resize-image?img=1b/1b7ed46d-92dd-4b07-b539-8c85d0e8ec70&w=300,106000,Blanc,Avec kilométrage,Manuelle,2016,1.2L,Peugeot,208,6,Autres,Essence,,
574,Voilier Dufour 31,50000,https://www.tayara.tn/fr/item/679697cba487ea2259be5dae/Bateaux/Mdenine/Djerba_Houmt_Souk/Voilier_Dufour_31/,https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c227660-e04c-47e7-bda3-cc8d6281828a&w=300,,,,,,,,,,,,,
575,Clio 4 INTENS - Tce,44000,https://www.tayara.tn/fr/item/67969273a487ea2259be57d9/Voitures/Ariana/Ghazela/Clio_4_INTENS_Tce/,https://www.tayara.tn/mediaGateway/resize-image?img=27/272d5e44-e63e-4357-ab41-b97d9b787436&w=300,80000,Gris,Avec kilométrage,Manuelle,2017,<1.0L,Renault,Clio,5,Berline,Essence,,
576,Très belle Ford focus,22000,https://www.tayara.tn/fr/item/679618aa6286c24145766ccd/Voitures/Gabs/Mareth/Trs_belle_Ford_focus/,https://www.tayara.tn/mediaGateway/resize-image?img=e0/e0d7e367-f74f-406e-8bcb-c8126c3dbd0f&w=300,277000,Marron,Avec kilométrage,Manuelle,2002,1.6L,Ford,Focus,6,Berline,Essence,,
577,Qashqai neuve (7 places),45000,https://www.tayara.tn/fr/item/6795057fa487ea2259bd6499/Voitures/Sfax/Sfax/Qashqai_neuve_7_places/,https://www.tayara.tn/mediaGateway/resize-image?img=7b/7bf38efe-6fad-4613-9e69-6588d9abb6f9&w=300,30000,Noir,Avec kilométrage,Manuelle,2011,1.5L,Nissan,Qashqai,6,4 x 4,Diesel,,
578,toyota yaris propre,35500,https://www.tayara.tn/fr/item/6795013b6286c2414575dcdf/Voitures/Ben_Arous/El_Mourouj_6/toyota_yaris_propre/,https://www.tayara.tn/mediaGateway/resize-image?img=01/01fab9d2-34bf-459e-8b20-e3e7b9d985e0&w=300,144000,Noir,Avec kilométrage,Manuelle,2015,1.5L,Toyota,Yaris Verso,5,Utilitaire,Essence,,
579,Mercedes-benz,50000,https://www.tayara.tn/fr/item/6794fdb6a487ea2259bd5ee9/Voitures/Sfax/Route_Tunis/Mercedesbenz_/,https://www.tayara.tn/mediaGateway/resize-image?img=bf/bf9d280a-fec0-4751-b30a-927488e1b038&w=300,170000,Gris,Avec kilométrage,Manuelle,2019,1.6L,Mercedes-Benz,Classe C Coupe,6,Berline,Diesel,,
580,Renault Mégane 3 a vendre en bon état,30000,https://www.tayara.tn/fr/item/6794091c6286c241457567fa/Voitures/Nabeul/Klibia/Renault_Mgane_3_a_vendre_en_bon_tat_/,https://www.tayara.tn/mediaGateway/resize-image?img=cb/cb043367-61d7-455c-9c08-6b80359df3ae&w=300,,Noir,,Manuelle,,,,,6,,Diesel,,
581,BMW SERIE 3 E91 TOURING,27000,https://www.tayara.tn/fr/item/6794062aa487ea2259bce9cd/Voitures/Tunis/Lac_2/BMW_SERIE_3_E91_TOURING_/,https://www.tayara.tn/mediaGateway/resize-image?img=9d/9d1227b1-dfe1-4258-a908-4ba5c1116222&w=300,311000,Noir,Avec kilométrage,Manuelle,2008,2.0L,BMW,Serie 3,7,Autres,Diesel,,
582,Super kia picanto importé de france,38000,https://www.tayara.tn/fr/item/6793ffe56286c24145755f8f/Voitures/Ben_Arous/Fouchana/Super_kia_picanto_import_de_france_/,https://www.tayara.tn/mediaGateway/resize-image?img=a1/a1891140-4271-4a97-98d0-81da7762b054&w=300,36000,Blanc,Avec kilométrage,Manuelle,2019,<1.0L,Kia,Picanto,04,Berline,Essence,,
583,TOYOTA AGYA,42500,https://www.tayara.tn/fr/item/6793ff5a6286c24145755ee9/Voitures/Tunis/La_Marsa/TOYOTA_AGYA/,https://www.tayara.tn/mediaGateway/resize-image?img=51/51916f3e-e8ce-49fa-ade6-353707f3a3cb&w=300,48500,Gris,Avec kilométrage,Automatique,2022,1.2L,Toyota,Aygo,5,Berline,Essence,,
584,fiorino,31000,https://www.tayara.tn/fr/item/6793445d6286c2414574baa9/Voitures/Ben_Arous/El_Mourouj/fiorino_/,https://www.tayara.tn/mediaGateway/resize-image?img=70/70418509-1e0d-44e2-93a1-a6a5d04af114&w=300,97000,Blanc,Avec kilométrage,Manuelle,2020,1.3L,Fiat,Fiorino,5,Utilitaire,Diesel,,
585,Clio 4,40000,https://www.tayara.tn/fr/item/67933ec76286c2414574b478/Voitures/Bizerte/Bizerte/Clio_4/,https://www.tayara.tn/mediaGateway/resize-image?img=95/95528138-584e-4bab-a454-da3bf4c2f35f&w=300,95000,Noir,,Manuelle,2021,1.2L,Renault,Clio,5,Utilitaire,Essence,,
586,Peugeot landtrek 4 portes,55000,https://www.tayara.tn/fr/item/67933d2d6286c2414574b2e5/Voitures/Ben_Arous/Mgrine/Peugeot_landtrek_4_portes/,https://www.tayara.tn/mediaGateway/resize-image?img=4e/4e8a9381-3cca-4d83-969b-9aff5833098d&w=300,222000,Gris,Nouveau,Manuelle,2021,1.6L,Peugeot,Boxer,6,Pick up,Diesel,,
587,oppel corsa c gasoil,18500,https://www.tayara.tn/fr/item/679234959bffab23b80f2260/Voitures/Nabeul/Nabeul/oppel_corsa_c_gasoil_/,https://www.tayara.tn/mediaGateway/resize-image?img=37/37759cde-58ad-4620-9f23-4fac7576932d&w=300,360000,Gris,Avec kilométrage,Manuelle,2006,1.3L,Opel,Corsa,4,Compacte,Diesel,,
588,Fiat Fiorino à vendre,36000,https://www.tayara.tn/fr/item/67910da99bffab23b80e72f9/Voitures/Mdenine/Djerba_Houmt_Souk/Fiat_Fiorino_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=51/51be8294-0aa1-4faf-9763-8cfb537dc61e&w=300,120000,Blanc,Avec kilométrage,Manuelle,2022,,Fiat,Fiorino,5,,Diesel,,
589,Polo sedan 1.4,44800,https://www.tayara.tn/fr/item/67910949c572f8fd2af6493c/Voitures/Ariana/Jardins_El_Menzah/Polo_sedan_14_/,https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4857ef4-4597-4655-bfe6-d4de7d0d340c&w=300,82000,Gris,Nouveau,Manuelle,2021,1.4L,Volkswagen,Polo,5,Berline,Essence,,
590,Golf 8 _ 2023,120000,https://www.tayara.tn/fr/item/679106b79bffab23b80e6ce2/Voitures/Ben_Arous/Mornag/Golf_8_2023/,https://www.tayara.tn/mediaGateway/resize-image?img=46/4687bb28-246a-406b-93f4-8cd60821f209&w=300,29500,Gris,Avec kilométrage,Automatique,2023,1.4L,Volkswagen,Golf 8,8,Compacte,Essence,,
591,Voiture,165000000,https://www.tayara.tn/fr/item/679104afc572f8fd2af6457f/Voitures/Nabeul/Hammamet/Voiture_/,https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb891515-295c-4ddb-abd8-5fa2e42a116d&w=300,236.000,Noir,Nouveau,Automatique,2018,1.4L,Mercedes-Benz,Classe A,8,Pick up,Diesel,,
592,Citroën nemo 5 place,29000,https://www.tayara.tn/fr/item/678fd3399bffab23b80dadd0/Voitures/Tunis/Tunis/Citron_nemo_5_place_/,https://www.tayara.tn/mediaGateway/resize-image?img=3f/3f0b1bea-386d-4077-aa01-1bba6463f8d5&w=300,300819,Blanc,Avec kilométrage,Manuelle,2014,1.3L,Citroen,Nemo,5,,Essence,,
593,Om 40,12345,https://www.tayara.tn/fr/item/678fd1af9bffab23b80dacab/Camions/Sousse/Sidi_Bou_Ali/Om_40/,https://www.tayara.tn/mediaGateway/resize-image?img=88/8826a44b-6fe2-478f-ad6e-7e4affb05597&w=300,,,,,,,,,,,,,
594,Opel Astra break,13000,https://www.tayara.tn/fr/item/678e9fa9c572f8fd2af4c425/Voitures/La_Manouba/Douar_Hicher/Opel_Astra_break_/,https://www.tayara.tn/mediaGateway/resize-image?img=43/436fac4f-29e9-477d-a11a-3039f2745b1e&w=300,99999999999999,Bleu,Avec kilométrage,Manuelle,1999,1.7L,Opel,Astra,0,Autres,Diesel,,
595,TATA XENON 2.2L  2017,25000,https://www.tayara.tn/fr/item/678e21e69bffab23b80c5e0d/Camions/La_Manouba/Denden/TATA_XENON_22L_2017_/,https://www.tayara.tn/mediaGateway/resize-image?img=91/917c52ef-c711-4c29-a7db-9e9a70d7845d&w=300,,,,,,,,,,,,,
596,peugeot expert,17000,https://www.tayara.tn/fr/item/678e1cc89bffab23b80c52e7/Voitures/Kairouan/Kairouan_Nord/peugeot_expert/,https://www.tayara.tn/mediaGateway/resize-image?img=a7/a7ee2a28-8b43-4c21-b4d9-8336a2d902f3&w=300,700000,Blanc,Avec kilométrage,Manuelle,2004,1.9L,Peugeot,Expert,7,Berline,Diesel,,
597,clio 4 populaire  tt options,42000,https://www.tayara.tn/fr/item/678e185c9bffab23b80c4a6e/Voitures/Tunis/Le_Bardo/clio_4_populaire_tt_options_/,https://www.tayara.tn/mediaGateway/resize-image?img=b8/b8c11394-ecbc-4e0c-90e9-00f0f83f4341&w=300,43000,Noir,Avec kilométrage,Manuelle,2017,1.2L,Renault,Clio,4,Autres,Essence,,
598,polo 7 essence 1.2,28500,https://www.tayara.tn/fr/item/678ce9be9bffab23b80aebf5/Voitures/Ariana/El_Menzah_5/polo_7_essence_12/,https://www.tayara.tn/mediaGateway/resize-image?img=c2/c2f411a0-71cb-4387-911d-ee0de210dd28&w=300,272000,Blanc,Nouveau,Manuelle,2012,1.2L,Volkswagen,Polo,4,Compacte,Essence,,
599,208 Bon état,27500,https://www.tayara.tn/fr/item/678ce7ce9bffab23b80ae901/Voitures/Ben_Arous/Mgrine/208_Bon_tat/,https://www.tayara.tn/mediaGateway/resize-image?img=95/95e3adbd-af6f-45bd-8892-619a9536ad39&w=300,100000,Noir,Avec kilométrage,Manuelle,2019,1.2L,Peugeot,208,5,Compacte,Essence,,
600,Fiat siena,20000,https://www.tayara.tn/fr/item/678ce2699bffab23b80ae1a9/Voitures/Tunis/Gammarth/Fiat_siena/,https://www.tayara.tn/mediaGateway/resize-image?img=07/077291df-e64d-47cb-9aef-c5cd3fd0ad92&w=300,216000,Gris,Avec kilométrage,Manuelle,2004,1.2L,Fiat,Siena,5,Autres,Essence,,
601,Hyundai I 20,39000,https://www.tayara.tn/fr/item/678ce17b9bffab23b80ae011/Voitures/Kbili/Kbili_Sud/Hyundai_I_20_/,https://www.tayara.tn/mediaGateway/resize-image?img=24/24bc14ff-17e5-4daf-b5e4-fbd43ee5489b&w=300,1,Gris,Avec kilométrage,Manuelle,2017,1.2L,Hyundai,I 20,4,Autres,Essence,,
602,Kia Sportage,59000,https://www.tayara.tn/fr/item/678ce0819bffab23b80ade64/Voitures/Tunis/Ain_Zaghouen/Kia_Sportage/,https://www.tayara.tn/mediaGateway/resize-image?img=e7/e773cce4-5164-4c34-93c8-826abe6f0883&w=300,227000,Blanc,Avec kilométrage,Manuelle,2015,1.7L,Kia,Sportage,7,4 x 4,Diesel,,
603,MAHINDRA KUV 100 K8,35000,https://www.tayara.tn/fr/item/678ba5dd9bffab23b8099965/Voitures/Nabeul/Mrezga/MAHINDRA_KUV_100_K8/,https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fadf043-c089-4c0b-ba4a-4fa627ffe586&w=300,80000,Gris,Nouveau,Manuelle,2022,<1.0L,Mahindra,Hover,5,Compacte,Essence,,
604,Polo 4,13700,https://www.tayara.tn/fr/item/678ba59e9bffab23b80998eb/Voitures/Kairouan/Bouhajla/Polo_4_/,https://www.tayara.tn/mediaGateway/resize-image?img=6f/6fbfe937-b8d7-4972-a02b-aaf2f9e934aa&w=300,,Gris,Avec kilométrage,Manuelle,2000,,Volkswagen,Polo,,Autres,Essence,,
605,berlingo b9,35500,https://www.tayara.tn/fr/item/678a672b7041684afec5311c/Voitures/Kairouan/Haffouz/berlingo_b9/,https://www.tayara.tn/mediaGateway/resize-image?img=b1/b1f37f22-f5c7-42c4-aca3-89146f005226&w=300,163000,Blanc,Avec kilométrage,Manuelle,2018,1.9L,Citroen,Berlingo,5,Berline,Diesel,,
606,porte kia rio,11111,https://www.tayara.tn/fr/item/67891378ed6f33de58c3fadd/Voitures/Nabeul/Yasmine_Hammamet/porte_kia_rio/,https://www.tayara.tn/mediaGateway/resize-image?img=2f/2fe82618-fa18-41fd-9533-afd8becf52c8&w=300,11111,Gris,Nouveau,Manuelle,2022,1.2L,Kia,Rio,5,Compacte,Essence,,
607,changement,14000,https://www.tayara.tn/fr/item/6789121c7041684afec46328/Voitures/Mahdia/Bou_Merds/changement/,https://www.tayara.tn/mediaGateway/resize-image?img=78/78194f61-ce2e-4275-b697-178e1a0e3fd0&w=300,202000,Blanc,Avec kilométrage,Manuelle,1998,<1.0L,Volkswagen,Polo,4,Berline,Essence,,
608,Peugeot 508 2012 -9cv Essence Très Bon État 159 806 km,32000,https://www.tayara.tn/fr/item/67891085ed6f33de58c3f7f9/Voitures/Tunis/La_Marsa/Peugeot_508_2012_9cv_Essence_Trs_Bon_tat_159_806_km/,https://www.tayara.tn/mediaGateway/resize-image?img=48/487660b7-4554-4ef8-8eae-b27392285e68&w=300,159806,Noir,Avec kilométrage,Manuelle,2012,1.6L,Peugeot,508,9,Berline,Essence,,
609,À vendre : Fiat 500 Automatique – Couleur vert d'eau – Année 2020,45000,https://www.tayara.tn/fr/item/67891080ed6f33de58c3f7f3/Voitures/Sousse/M_Saken/_vendre_Fiat_500_Automatique_Couleur_vert_deau_Anne_2020/,https://www.tayara.tn/mediaGateway/resize-image?img=02/02408c8b-d5b1-490d-aa79-3b0a1079cf06&w=300,154000,Vert,Avec kilométrage,Automatique,2020,1.2L,Fiat,500,5,Compacte,Essence,,
610,Vente auto geely x3,54000,https://www.tayara.tn/fr/item/6786b6d97041684afec2f9ed/Voitures/Nabeul/Bni_Khalled/Vente_auto_geely_x3/,https://www.tayara.tn/mediaGateway/resize-image?img=ed/ed161176-edd7-418d-a860-9b8e55d52fee&w=300,73000,Blanc,Avec kilométrage,Manuelle,2021,1.5L,Geely,,6,Compacte,Essence,,
611,MG zs,66500,https://www.tayara.tn/fr/item/6786b4b8ed6f33de58c28ca1/Voitures/Tunis/Tunis/MG_zs_/,https://www.tayara.tn/mediaGateway/resize-image?img=91/91945b05-035d-4428-a544-1aee44bf63f2&w=300,50000,Noir,Avec kilométrage,Manuelle,2021,1.5L,MG,ZS,,,Essence,,
612,A vendre C Elysée,18500,https://www.tayara.tn/fr/item/6786b0277041684afec2f3bc/Voitures/Zaghouan/Bir_Mchergua/A_vendre_C_Elyse/,https://www.tayara.tn/mediaGateway/resize-image?img=59/59a1c0eb-7d45-418f-8709-fd713229aac8&w=300,128000,Gris,Pièces manquantes,Manuelle,2015,1.2L,Citroen,C-Elysée,5,Berline,Essence,,
613,Golf 7 à vendre,56000,https://www.tayara.tn/fr/item/6786aad97041684afec2eeb2/Voitures/Sousse/Sahloul/Golf_7_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=d6/d6d565b7-fbcc-488c-856c-80a43336c5fc&w=300,101000,Gris,Nouveau,Manuelle,2015,1.2L,Volkswagen,Golf,5,Compacte,Essence,,
614,voiture citroen C3,33000,https://www.tayara.tn/fr/item/678585257041684afec23204/Voitures/Ariana/El_Menzah_5/voiture_citroen_C3/,https://www.tayara.tn/mediaGateway/resize-image?img=d2/d2143178-6127-46eb-a72e-ee328e4f0682&w=300,107000,Noir,Avec kilométrage,Manuelle,2017,1.2L,Citroen,C3,4,Compacte,Essence,,
615,Mahdya centre,29000,https://www.tayara.tn/fr/item/67857ec6ed6f33de58c1c2db/Voitures/Mahdia/Mahdia/Mahdya_centre_/,https://www.tayara.tn/mediaGateway/resize-image?img=ad/adf568b9-4c61-4a64-962e-64f3bb6e32ca&w=300,,Noir,,,,,,,,,Hybride essence,,
616,MERCEDES C180 1ERE MAIN ENTRETIEN MAISON TEL 22801802,105000,https://www.tayara.tn/fr/item/6784cee3ed6f33de58c111d8/Voitures/Ariana/Ennasr/MERCEDES_C180_1ERE_MAIN_ENTRETIEN_MAISON_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=6c/6c45a07b-e904-4827-80c7-0f8689fdd45a&w=300,172000,Noir,Avec kilométrage,Automatique,2019,1.6L,Mercedes-Benz,Classe C,8,Berline,Essence,,
617,Fiat doblo,21000,https://www.tayara.tn/fr/item/6784cb1ced6f33de58c10ea4/Voitures/Sousse/Sousse/Fiat_doblo_/,https://www.tayara.tn/mediaGateway/resize-image?img=45/4527dea5-118d-4312-a2b5-37bbe3162e04&w=300,270,Blanc,Avec kilométrage,Manuelle,2016,1.4L,Fiat,Doblo,5,Utilitaire,Diesel,,
618,BMW X5 X-DRIVE 7 PLACES TOIT PANORAMIQUE TEL 22801802,67500,https://www.tayara.tn/fr/item/6784c9f0ed6f33de58c10dc6/Voitures/Ariana/Ennasr/BMW_X5_XDRIVE_7_PLACES_TOIT_PANORAMIQUE_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=81/810815e8-3533-4cd9-998e-0986206b11ba&w=300,283000,Noir,Avec kilométrage,Automatique,2007,3.0L,BMW,X5,15,4 x 4,Diesel,,
619,Kia Rio Gt-ligne,45000,https://www.tayara.tn/fr/item/6784c7757041684afec17686/Voitures/La_Manouba/La_Manouba/Kia_Rio_Gtligne_/,https://www.tayara.tn/mediaGateway/resize-image?img=2d/2de50322-09f1-48a4-bdd8-3917b365f307&w=300,61000,Autre,Nouveau,Manuelle,2022,<1.0L,Kia,Rio,5,Autres,Essence,,
620,MERCEDES CLA 180 PACK AMG 1ERE MAIN TEL 22801802,144900,https://www.tayara.tn/fr/item/6784c69bed6f33de58c10b5d/Voitures/Ariana/Ennasr/MERCEDES_CLA_180_PACK_AMG_1ERE_MAIN_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=f4/f4dca2b2-8dc1-4b89-9774-3aa99ed200a8&w=300,100000,Noir,Avec kilométrage,Automatique,2020,1.3L,Mercedes-Benz,Classe CLA,7,Berline,Essence,,
621,kia seltos,95000,https://www.tayara.tn/fr/item/6783aadf7041684afec0376d/Voitures/Ariana/Cit_Ennasr_2/kia_seltos_/,https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c995b94-5772-4c91-8ac9-63f61a63da37&w=300,53000,Gris,Avec kilométrage,Automatique,202,1.5L,Kia,Sportage,8,4 x 4,Essence,,
622,🇩🇪 330 M 🇩🇪,175000,https://www.tayara.tn/fr/item/677821c6f39faeaa98c82b22/Voitures/Monastir/Ksibet_El_Mdiouni/_330_M_/,https://www.tayara.tn/mediaGateway/resize-image?img=f2/f2ead9b6-5060-4f26-91a0-818b79c6ef0e&w=300,80000,Blanc,Nouveau,Automatique,2021,2.0L,BMW,Serie 3,10,Berline,Essence,,
623,🇩🇪Classe C 180 🇩🇪,155000,https://www.tayara.tn/fr/item/6783a33f7041684afec02aa5/Voitures/Monastir/Ksibet_El_Mdiouni/Classe_C_180_/,https://www.tayara.tn/mediaGateway/resize-image?img=7d/7dc9f707-9447-40ca-97e3-ca85edbf6ece&w=300,75000,Autre,Nouveau,Automatique,2021,1.6L,Mercedes-Benz,Classe C,8,Berline,Essence,,
624,Clio campus,280000,https://www.tayara.tn/fr/item/678274287041684afebedb3d/Voitures/Tunis/La_Marsa/Clio_campus/,https://www.tayara.tn/mediaGateway/resize-image?img=18/1861c6ab-7d1b-4b00-8aeb-7b577ad53dbd&w=300,,Gris,Avec kilométrage,Manuelle,2009,,,,,,,,
625,Haval H6,77000,https://www.tayara.tn/fr/item/678270f07041684afebed72f/Voitures/Ben_Arous/Ezzahra/Haval_H6/,https://www.tayara.tn/mediaGateway/resize-image?img=60/6013f4fc-c40a-4e27-9380-20dbc132f2e2&w=300,112000,Noir,Avec kilométrage,Automatique,2021,1.5L,Haval,H6,9,4 x 4,Essence,,
626,A VENDRE FORD FOCUS EXCELLENT ETAT 1ERE MAIN 68000 KM.,49900,https://www.tayara.tn/fr/item/67810f45b7de28167ed2ed6a/Voitures/Tunis/Le_Bardo/A_VENDRE_FORD_FOCUS_EXCELLENT_ETAT_1ERE_MAIN_68000_KM/,https://www.tayara.tn/mediaGateway/resize-image?img=2b/2bf3f9bc-8af9-41e4-9bb5-74477eec8a6e&w=300,68000,Noir,Avec kilométrage,Manuelle,2017,1.2L,Ford,Focus,06,Compacte,Essence,,
627,kia picanto 1.2 BVA GTLINE dans l’emballage,59500,https://www.tayara.tn/fr/item/678109f8b7de28167ed2e931/Voitures/Ariana/Riadh_Andalous/kia_picanto_12_BVA_GTLINE_dans_lemballage_/,https://www.tayara.tn/mediaGateway/resize-image?img=8b/8bbec777-5d5e-49d8-b78d-0e571b85b080&w=300,6000,Noir,Nouveau,Automatique,2024,1.2L,Kia,Picanto,4,Compacte,Essence,,
628,Suzuki swift,48000,https://www.tayara.tn/fr/item/678108447041684afebdbb24/Voitures/Nabeul/Mrezga/Suzuki_swift/,https://www.tayara.tn/mediaGateway/resize-image?img=ae/ae6e0561-53d0-499c-9fdb-9ac5313f91a1&w=300,54000,Blanc,Nouveau,Manuelle,2022,1.2L,Suzuki,Swift,5,Berline,Essence,,
